smiles,value,units,type,relation,chembl_id,assay_id,organism,source
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,0.125,ug.mL-1,MIC,=,CHEMBL1083466,CHEMBL1119586,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,0.5,ug.mL-1,MIC,=,CHEMBL1083466,CHEMBL1119587,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,0.25,ug.mL-1,MIC,=,CHEMBL1083466,CHEMBL1119598,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN)C(N)=O,0.5,ug.mL-1,MIC,=,CHEMBL1085208,CHEMBL1119584,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN)C(N)=O,0.25,ug.mL-1,MIC,=,CHEMBL1085208,CHEMBL1119585,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN)C(N)=O,0.25,ug.mL-1,MIC,=,CHEMBL1085208,CHEMBL1119586,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN)C(N)=O,0.5,ug.mL-1,MIC,=,CHEMBL1085208,CHEMBL1119587,Enterobacter cloacae,ChEMBL
CC[C@H](C)[C@H](NC(=O)[C@H](CCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1C(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)C(C)C)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](CCCN)C(N)=O,0.25,ug.mL-1,MIC,=,CHEMBL1085208,CHEMBL1119598,Enterobacter cloacae,ChEMBL
Nn1c(-c2ccc(S(=O)(=O)c3ccccc3)cc2)n[nH]c1=S,512.0,ug.mL-1,MIC,=,CHEMBL564692,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(-c2ccc(S(=O)(=O)c3ccc(Cl)cc3)cc2)n[nH]c1=S,512.0,ug.mL-1,MIC,=,CHEMBL559098,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(S)nnc1-c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,512.0,ug.mL-1,MIC,=,CHEMBL1170742,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(SCC(=O)Nc2ccccc2)nnc1-c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,512.0,ug.mL-1,MIC,=,CHEMBL1170527,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(SCC(=O)Nc2ccccc2)nnc1-c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,256.0,ug.mL-1,MIC,=,CHEMBL1170528,CHEMBL1174263,Enterobacter cloacae,ChEMBL
O=S(=O)(c1ccc(Cl)cc1)c1ccc(-c2nnc3n2N=C(Nc2ccccc2)CS3)cc1,1024.0,ug.mL-1,MIC,=,CHEMBL1171702,CHEMBL1174263,Enterobacter cloacae,ChEMBL
O=S(=O)(c1ccc(Br)cc1)c1ccc(-c2nnc3n2N=C(Nc2ccccc2)CS3)cc1,512.0,ug.mL-1,MIC,=,CHEMBL1171703,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(SCC(=O)O)nnc1-c1ccc(S(=O)(=O)c2ccccc2)cc1,1024.0,ug.mL-1,MIC,=,CHEMBL1171879,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(SCC(=O)O)nnc1-c1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1,1024.0,ug.mL-1,MIC,=,CHEMBL1171880,CHEMBL1174263,Enterobacter cloacae,ChEMBL
Nn1c(SCC(=O)O)nnc1-c1ccc(S(=O)(=O)c2ccc(Br)cc2)cc1,1024.0,ug.mL-1,MIC,=,CHEMBL1171881,CHEMBL1174263,Enterobacter cloacae,ChEMBL
O=C1CSc2nnc(-c3ccc(S(=O)(=O)c4ccccc4)cc3)n2N1,512.0,ug.mL-1,MIC,=,CHEMBL1171882,CHEMBL1174263,Enterobacter cloacae,ChEMBL
O=C1CSc2nnc(-c3ccc(S(=O)(=O)c4ccc(Cl)cc4)cc3)n2N1,512.0,ug.mL-1,MIC,=,CHEMBL1172649,CHEMBL1174263,Enterobacter cloacae,ChEMBL
O=C1CSc2nnc(-c3ccc(S(=O)(=O)c4ccc(Br)cc4)cc3)n2N1,512.0,ug.mL-1,MIC,=,CHEMBL1170947,CHEMBL1174263,Enterobacter cloacae,ChEMBL
O=c1[nH]n2c(-c3ccc(S(=O)(=O)c4ccc(Br)cc4)cc3)nnc2sc1=O,512.0,ug.mL-1,MIC,=,CHEMBL1170948,CHEMBL1174263,Enterobacter cloacae,ChEMBL
CCOC(=O)C1Sc2nnc(-c3ccc(S(=O)(=O)c4ccc(Cl)cc4)cc3)n2NC1=O,512.0,ug.mL-1,MIC,=,CHEMBL1171149,CHEMBL1174263,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(F)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1210787,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(Cl)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1210788,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(Br)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1210789,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccc(C)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1210790,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2CC(c3ccc(Cl)cc3)=NN2C(C)=O)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1210791,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1Cl,12.5,ug.mL-1,MIC,=,CHEMBL1210792,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)cc2)CC1c1ccccc1,12.5,ug.mL-1,MIC,=,CHEMBL195933,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1cc(OC)cc(C2CC(c3ccc(Cl)cc3)=NN2C(C)=O)c1,50.0,ug.mL-1,MIC,>,CHEMBL1210850,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccc(F)cc3)C2)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1210851,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccc(Cl)cc3)C2)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1210852,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccc(Br)cc3)C2)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1210853,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccc(C)cc3)C2)cc1,3.125,ug.mL-1,MIC,=,CHEMBL1210854,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccc(OC)cc3)C2)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1210918,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccccc3Cl)C2)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1210919,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3ccccc3)C2)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1210920,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2=NN(C(C)=O)C(c3cc(OC)cc(OC)c3)C2)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1210921,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(F)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1210922,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(Cl)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1210923,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(Br)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1209913,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccc(C)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1209914,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)cc1,3.125,ug.mL-1,MIC,=,CHEMBL1209915,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccccc1Cl,3.125,ug.mL-1,MIC,=,CHEMBL1209916,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Br)cc2)CC1c1ccccc1,50.0,ug.mL-1,MIC,>,CHEMBL1209917,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1cc(OC)cc(C2CC(c3ccc(Br)cc3)=NN2C(C)=O)c1,12.5,ug.mL-1,MIC,=,CHEMBL1209918,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2F)CC1c1ccc(F)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1209979,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2F)CC1c1ccc(Cl)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1209980,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2F)CC1c1ccc(Br)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1209981,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2F)CC1c1ccc(C)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1209982,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2CC(c3ccccc3F)=NN2C(C)=O)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1209983,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2F)CC1c1ccccc1Cl,12.5,ug.mL-1,MIC,=,CHEMBL1209984,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2F)CC1c1ccccc1,50.0,ug.mL-1,MIC,>,CHEMBL195436,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1cc(OC)cc(C2CC(c3ccccc3F)=NN2C(C)=O)c1,50.0,ug.mL-1,MIC,>,CHEMBL1208957,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(F)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1173249,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Cl)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1173248,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(Br)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1173816,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccc(C)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1171822,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(C)=O)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1173680,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1Cl,25.0,ug.mL-1,MIC,=,CHEMBL1172418,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(Cl)c(Cl)c2)CC1c1ccccc1,25.0,ug.mL-1,MIC,=,CHEMBL1172419,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1cc(OC)cc(C2CC(c3ccc(Cl)c(Cl)c3)=NN2C(C)=O)c1,12.5,ug.mL-1,MIC,=,CHEMBL1172602,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(F)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1172603,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Cl)cc1,6.25,ug.mL-1,MIC,=,CHEMBL1173022,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(Br)cc1,3.125,ug.mL-1,MIC,=,CHEMBL1173023,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccc(C)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1173319,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2CC(c3ccc(C)c(C)c3)=NN2C(C)=O)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1173397,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1Cl,50.0,ug.mL-1,MIC,>,CHEMBL1171638,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccc(C)c(C)c2)CC1c1ccccc1,50.0,ug.mL-1,MIC,>,CHEMBL1173398,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1cc(OC)cc(C2CC(c3ccc(C)c(C)c3)=NN2C(C)=O)c1,25.0,ug.mL-1,MIC,=,CHEMBL1173105,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(F)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1209127,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(Cl)cc1,25.0,ug.mL-1,MIC,=,CHEMBL332286,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(Br)cc1,12.5,ug.mL-1,MIC,=,CHEMBL1209128,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2)CC1c1ccc(C)cc1,25.0,ug.mL-1,MIC,=,CHEMBL1209129,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1ccc(C2CC(c3ccccc3)=NN2C(C)=O)cc1,50.0,ug.mL-1,MIC,>,CHEMBL1209130,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2)CC1c1ccccc1Cl,25.0,ug.mL-1,MIC,=,CHEMBL1209131,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC(=O)N1N=C(c2ccccc2)CC1c1ccccc1,12.5,ug.mL-1,MIC,=,CHEMBL193585,CHEMBL1212562,Enterobacter cloacae,ChEMBL
COc1cc(OC)cc(C2CC(c3ccccc3)=NN2C(C)=O)c1,50.0,ug.mL-1,MIC,>,CHEMBL1209188,CHEMBL1212562,Enterobacter cloacae,ChEMBL
CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,3.125,ug.mL-1,MIC,=,CHEMBL29,CHEMBL1212562,Enterobacter cloacae,ChEMBL
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,1.562,ug.mL-1,MIC,=,CHEMBL176,CHEMBL1212562,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,8.0,ug.mL-1,MIC,=,CHEMBL127,CHEMBL1220952,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,32.0,ug.mL-1,MIC,=,CHEMBL1359,CHEMBL1220952,Enterobacter cloacae,ChEMBL
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,256.0,ug.mL-1,MIC,>,CHEMBL996,CHEMBL1220952,Enterobacter cloacae,ChEMBL
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,256.0,ug.mL-1,MIC,>,CHEMBL1730,CHEMBL1220952,Enterobacter cloacae,ChEMBL
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,MIC,>,CHEMBL44354,CHEMBL1220952,Enterobacter cloacae,ChEMBL
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,128.0,ug.mL-1,MIC,=,CHEMBL186,CHEMBL1220952,Enterobacter cloacae,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,32.0,ug.mL-1,MIC,>,CHEMBL8,CHEMBL1220952,Enterobacter cloacae,ChEMBL
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,1.0,ug.mL-1,MIC,=,CHEMBL177,CHEMBL1220952,Enterobacter cloacae,ChEMBL
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.0,ug.mL-1,MIC,=,CHEMBL376140,CHEMBL1220952,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,8.0,ug.mL-1,MIC,=,CHEMBL148,CHEMBL1220953,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,8.0,ug.mL-1,MIC,=,CHEMBL127,CHEMBL1220953,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,32.0,ug.mL-1,MIC,=,CHEMBL1359,CHEMBL1220953,Enterobacter cloacae,ChEMBL
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,256.0,ug.mL-1,MIC,>,CHEMBL996,CHEMBL1220953,Enterobacter cloacae,ChEMBL
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,256.0,ug.mL-1,MIC,>,CHEMBL1730,CHEMBL1220953,Enterobacter cloacae,ChEMBL
CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,256.0,ug.mL-1,MIC,>,CHEMBL44354,CHEMBL1220953,Enterobacter cloacae,ChEMBL
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,256.0,ug.mL-1,MIC,=,CHEMBL186,CHEMBL1220953,Enterobacter cloacae,ChEMBL
O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,4.0,ug.mL-1,MIC,=,CHEMBL8,CHEMBL1220953,Enterobacter cloacae,ChEMBL
NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,0.5,ug.mL-1,MIC,=,CHEMBL177,CHEMBL1220953,Enterobacter cloacae,ChEMBL
CN(C)c1cc(NC(=O)CNC(C)(C)C)c(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,1.0,ug.mL-1,MIC,=,CHEMBL376140,CHEMBL1220953,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,8.0,ug.mL-1,MIC,=,CHEMBL148,CHEMBL1220954,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,8.0,ug.mL-1,MIC,=,CHEMBL127,CHEMBL1220954,Enterobacter cloacae,ChEMBL
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12,32.0,ug.mL-1,MIC,=,CHEMBL1359,CHEMBL1220954,Enterobacter cloacae,ChEMBL
CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21,256.0,ug.mL-1,MIC,>,CHEMBL996,CHEMBL1220954,Enterobacter cloacae,ChEMBL
CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,256.0,ug.mL-1,MIC,>,CHEMBL1730,CHEMBL1220954,Enterobacter cloacae,ChEMBL
